Date,Temp
6/1/2018,47.557
6/1/2018,47.467
6/1/2018,47.377
6/1/2018,47.289
6/1/2018,47.199
6/1/2018,47.109
6/1/2018,47.019
6/1/2018,46.931
6/1/2018,46.841
6/1/2018,46.751
6/1/2018,46.661
6/1/2018,46.571
6/1/2018,46.481
6/1/2018,46.391
6/1/2018,46.346
6/1/2018,46.346
6/1/2018,46.346
6/1/2018,46.436
6/1/2018,46.526
6/1/2018,46.661
6/1/2018,46.796
6/1/2018,47.109
6/1/2018,47.467
6/1/2018,47.871
6/1/2018,48.315
6/1/2018,48.895
6/1/2018,49.561
6/1/2018,50.18
6/1/2018,50.841
6/1/2018,51.544
6/1/2018,52.16
6/1/2018,52.597
6/1/2018,52.903
6/1/2018,53.035
6/1/2018,53.035
6/1/2018,52.86
6/1/2018,52.509
6/1/2018,52.115
6/1/2018,51.721
6/1/2018,51.413
6/1/2018,51.105
6/1/2018,50.886
6/1/2018,50.664
6/1/2018,50.488
6/1/2018,50.311
6/1/2018,50.092
6/1/2018,49.914
6/1/2018,49.782
6/2/2018,49.604
6/2/2018,49.428
6/2/2018,49.204
6/2/2018,49.028
6/2/2018,48.85
6/2/2018,48.672
6/2/2018,48.493
6/2/2018,48.315
6/2/2018,48.137
6/2/2018,48.004
6/2/2018,47.826
6/2/2018,47.691
6/2/2018,47.557
6/2/2018,47.377
6/2/2018,47.289
6/2/2018,47.199
6/2/2018,47.199
6/2/2018,47.199
6/2/2018,47.289
6/2/2018,47.467
6/2/2018,47.781
6/2/2018,48.182
6/2/2018,48.672
6/2/2018,49.161
6/2/2018,49.782
6/2/2018,50.488
6/2/2018,51.237
6/2/2018,51.984
6/2/2018,52.817
6/2/2018,53.602
6/2/2018,54.3
6/2/2018,54.865
6/2/2018,55.213
6/2/2018,55.342
6/2/2018,55.386
6/2/2018,55.256
6/2/2018,54.865
6/2/2018,54.516
6/2/2018,54.169
6/2/2018,53.865
6/2/2018,53.602
6/2/2018,53.341
6/2/2018,53.078
6/2/2018,52.86
6/2/2018,52.641
6/2/2018,52.423
6/2/2018,52.246
6/2/2018,52.072
6/3/2018,51.895
6/3/2018,51.721
6/3/2018,51.544
6/3/2018,51.37
6/3/2018,51.193
6/3/2018,51.017
6/3/2018,50.841
6/3/2018,50.664
6/3/2018,50.488
6/3/2018,50.311
6/3/2018,50.135
6/3/2018,49.959
6/3/2018,49.825
6/3/2018,49.649
6/3/2018,49.516
6/3/2018,49.428
6/3/2018,49.383
6/3/2018,49.383
6/3/2018,49.471
6/3/2018,49.649
6/3/2018,49.87
6/3/2018,50.268
6/3/2018,50.709
6/3/2018,51.148
6/3/2018,51.633
6/3/2018,52.246
6/3/2018,52.86
6/3/2018,53.209
6/3/2018,53.559
6/3/2018,54.037
6/3/2018,54.343
6/3/2018,54.516
6/3/2018,54.691
6/3/2018,54.777
6/3/2018,54.82
6/3/2018,54.865
6/3/2018,54.777
6/3/2018,54.43
6/3/2018,54.169
6/3/2018,53.908
6/3/2018,53.602
6/3/2018,53.341
6/3/2018,53.078
6/3/2018,52.86
6/3/2018,52.597
6/3/2018,52.423
6/3/2018,52.291
6/3/2018,52.16
6/4/2018,52.029
6/4/2018,51.895
6/4/2018,51.809
6/4/2018,51.678
6/4/2018,51.544
6/4/2018,51.413
6/4/2018,51.282
6/4/2018,51.105
6/4/2018,50.974
6/4/2018,50.841
